"id","universe_id","family_id","name","bio","dob","dod","image_url","status","created_at","updated_at"
"8b3bc723-1819-47cd-be6c-081fabb0f12a","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","MythChar_91","Obscure figure from local legend","Mythic Age","","",0,"1753630725023","1753630725023"
"244868e3-ef32-42b4-92a8-dc4522028c52","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","MythChar_92","Obscure figure from local legend","Mythic Age","","",0,"1753630725023","1753630725023"
"62ca9ad3-8370-4d59-891e-43ad4e6c0729","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","MythChar_93","Obscure figure from local legend","Mythic Age","","",0,"1753630725023","1753630725023"
"63adfd00-312b-4d8d-a688-4117aa034f4d","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","MythChar_94","Obscure figure from local legend","Mythic Age","","",0,"1753630725023","1753630725023"
"5f1f9f64-8091-40e7-878b-8f8c87263075","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","MythChar_95","Obscure figure from local legend","Mythic Age","","",0,"1753630725023","1753630725023"
"833e7a9a-c87b-44e7-8ce2-360f141c82b2","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","MythChar_96","Obscure figure from local legend","Mythic Age","","",0,"1753630725023","1753630725023"
"a27e6d65-2b7d-4deb-a44d-4c9f5b898d6f","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","MythChar_97","Obscure figure from local legend","Mythic Age","","",0,"1753630725023","1753630725023"
"d34fe067-2d05-47fd-9223-fe586aa4b026","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","MythChar_98","Obscure figure from local legend","Mythic Age","","",0,"1753630725023","1753630725023"
"51d06618-0f69-425e-858d-95e2e69a9748","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","MythChar_99","Obscure figure from local legend","Mythic Age","","",0,"1753630725023","1753630725023"
"f7f99c18-c185-44df-bcd2-5709cfe96e31","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","MythChar_100","Obscure figure from local legend","Mythic Age","","",0,"1753630725023","1753630725023"
"4dcf3f77-328b-4aba-b1d3-5a3231751f2e","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","MythChar_101","Obscure figure from local legend","Mythic Age","","",0,"1753630725023","1753630725023"
"22d64891-72e9-4a55-a46c-a3f968a99b03","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","MythChar_102","Obscure figure from local legend","Mythic Age","","",0,"1753630725023","1753630725023"
"26368e8c-09a8-43c9-b9f7-339db30c81fc","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","MythChar_103","Obscure figure from local legend","Mythic Age","","",0,"1753630725023","1753630725023"
"b697bd87-5663-4199-9de4-b477e2a4938d","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","MythChar_104","Obscure figure from local legend","Mythic Age","","",0,"1753630725023","1753630725023"
"3844a46d-c699-4093-92b4-735e12727a69","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","MythChar_105","Obscure figure from local legend","Mythic Age","","",0,"1753630725023","1753630725023"
"c1b4ec32-fd42-4024-a141-b634b472baf6","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","MythChar_106","Obscure figure from local legend","Mythic Age","","",0,"1753630725023","1753630725023"
"ae6111bd-97c5-4eed-9786-ad26b7557c8b","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","MythChar_107","Obscure figure from local legend","Mythic Age","","",0,"1753630725023","1753630725023"
"1aabdb5f-1f6f-44b2-84f1-e38ac974cc04","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","MythChar_108","Obscure figure from local legend","Mythic Age","","",0,"1753630725023","1753630725023"
"050fa28d-b16f-448f-95d5-fd8f7b014612","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","MythChar_109","Obscure figure from local legend","Mythic Age","","",0,"1753630725023","1753630725023"
"799a5ba6-9cad-46b5-8bcb-eec04f2a05e6","eff52ef9-e8b3-473a-ab23-2227d2ab9459","ae6b11a1-97bd-4e6b-8371-9e01befc9e10","MythChar_110","Obscure figure from local legend","Mythic Age","","",0,"1753630725023","1753630725023"
